REGION,LGA_NAME,WARD,VILLAGE,TECHNOLOGY IN USE,WATERPOINT,STATUS,LATITUDE,LONGITUDE
Iringa,Iringa Rural,Malenga makali,Makadupa,Gravity,Domestic standpipe,Functional,-7.343618766,36.012481971
Iringa,Iringa Rural,Malenga makali,Iguluba,Gravity,Domestic standpipe,Functional,-7.398872429,35.917728327
Iringa,Iringa Rural,Malenga makali,Iguluba,Gravity,Domestic standpipe,Functional,-7.394577665,35.917517244
Iringa,Iringa Rural,Malenga makali,Iguluba,Gravity,Domestic standpipe,Functional,-7.393137365,35.919918471
Iringa,Iringa Rural,Malenga makali,Iguluba,Gravity,Domestic standpipe,Functional,-7.389688145,35.926050151
Iringa,Iringa Rural,Malenga makali,Iguluba,Gravity,Domestic standpipe,Functional,-7.390476615,35.922425316
Iringa,Iringa Rural,Malenga makali,Iguluba,Gravity,Domestic standpipe,Functional,-7.396826694,35.914318829
Iringa,Iringa Rural,Malenga makali,Iguluba,Gravity,Domestic standpipe,Functional,-7.399412804,35.909501907
Iringa,Njombe District,Utengule,Ikelu,Rope pump,Hand pump,Functional,-8.989723605,34.815809668
Iringa,Njombe District,Utengule,Ikelu,Rope pump,Hand pump,Functional,-8.990630155,34.804688673
Iringa,Njombe District,Utengule,Ikelu,Gravity,Domestic standpipe,Non functional <6mo,-8.977977782,34.822678947
Iringa,Njombe District,Utengule,Ngamanga,Gravity,Domestic standpipe,Functional,-8.922257725,34.760364670
Iringa,Njombe District,Utengule,Ngamanga,Gravity,Domestic standpipe,Functional,-8.905313884,34.734078766
Iringa,Njombe District,Utengule,Ikelu,Gravity,Domestic standpipe,Non functional <6mo,-8.979190169,34.814555748
Iringa,Njombe District,Utengule,Ikelu,Rope pump,Hand pump,Functional,-8.978623217,34.813984463
Iringa,Njombe District,Utengule,Ikelu,Rope pump,Hand pump,Non functional <6mo,-8.978717299,34.813566904
Iringa,Njombe District,Utengule,Ikelu,Rope pump,Hand pump,Non functional <3mo,-8.975597801,34.812339604
Iringa,Njombe District,Utengule,Ikelu,Rope pump,Hand pump,Functional,-8.977204130,34.814569005
Iringa,Njombe District,Utengule,Ikelu,Gravity,Domestic standpipe,Non functional <6mo,-8.976758210,34.814678432
Iringa,Njombe District,Utengule,Ikelu,Gravity,Domestic standpipe,Non functional <6mo,-8.973853518,34.815399995
Iringa,Njombe District,Utengule,Ikelu,Gravity,Domestic standpipe,Non functional <6mo,-8.969365168,34.817886003
Iringa,Njombe District,utengule,Ikelu,Gravity,Domestic standpipe,Non functional <6mo,-8.971041451,34.819472683
Iringa,Njombe District,Utengule,Ikelu,Rope pump,Hand pump,Functional,-8.970975380,34.819471213
Iringa,Njombe District,Utengule,Ikelu,Gravity,Domestic standpipe,Non functional <6mo,-8.977672755,34.818345880
Iringa,Njombe District,Utengule,Ikelu,Gravity,Domestic standpipe,Non functional <6mo,-8.982570832,34.825334017
Iringa,Njombe District,Utengule,Ikelu,Rope pump,Hand pump,Functional,-8.982614944,34.825074902
Iringa,Njombe District,Utengule,Ikelu,Gravity,Domestic standpipe,Non functional <6mo,-8.985706229,34.827051864
Iringa,Njombe District,Mtwango,Ilunda,Gravity,Domestic standpipe,Non functional <6mo,-8.989201862,34.829436443
Iringa,Njombe District,Mtwango,Ilunda,Gravity,Domestic standpipe,Non functional <6mo,-8.986323978,34.831685555
Iringa,Njombe District,Mtwango,Ilunda,Gravity,Domestic standpipe,Non functional <6mo,-8.983879351,34.833351086
Iringa,Njombe District,Mtwango,Ilunda,Gravity,Domestic standpipe,Non functional <6mo,-8.982795132,34.836327333
Iringa,Njombe District,MAKOGA,MAKOGA,None,Others,Functional,-9.332518857,34.554296050
Iringa,Njombe District,MAKOGA,MAKOGA,Gravity,Domestic standpipe,Functional,-9.327799840,34.554504138
Iringa,Njombe District,MAKOGA,MAKOGA,Gravity,Domestic standpipe,Functional,-9.325127374,34.553835418
Iringa,Njombe District,MAKOGA,MAKOGA,Gravity,Domestic standpipe,Functional,-9.322886665,34.549846264
Iringa,Njombe District,MAKOGA,MAKOGA,Gravity,Domestic standpipe,Functional,-9.324030728,34.556194105
Iringa,Njombe District,MAKOGA,MAKOGA,Gravity,Domestic standpipe,Functional,-9.321856167,34.558658764
Iringa,Njombe District,MAKOGA,MAKOGA,Gravity,Domestic standpipe,Functional,-9.320110031,34.562775611
Iringa,Njombe District,MAKOGA,MAKOGA,Gravity,Domestic standpipe,Functional,-9.320955062,34.562326342
Iringa,Njombe District,MAKOGA,MAKOGA,Gravity,Domestic standpipe,Functional,-9.319058014,34.562202162
Iringa,Njombe District,MAKOGA,MAKOGA,Gravity,Domestic standpipe,Not functional,-9.323884666,34.558914609
Iringa,Njombe District,MAKOGA,MAKOGA,Gravity,Domestic standpipe,Functional,-9.324132552,34.560653385
Iringa,Njombe District,MAKOGA,MAKOGA,Gravity,Domestic standpipe,Functional,-9.325767461,34.557464247
Iringa,Njombe District,MAKOGA,MAKOGA,Gravity,Domestic standpipe,Not functional,-9.327441596,34.556437431
Iringa,Njombe District,MAKOGA,MAKOGA,Gravity,Domestic standpipe,Functional,-9.329376293,34.556527348
Iringa,Njombe District,MAKOGA,MAKOGA,Gravity,Domestic standpipe,Functional,-9.329967774,34.554380413
Iringa,Njombe District,MAKOGA,MAKOGA,Gravity,Domestic standpipe,Not functional,-9.330475077,34.553038334
Iringa,Njombe District,MAKOGA,MAKOGA,Gravity,Domestic standpipe,Not functional,-9.329361373,34.552465099
Iringa,Njombe District,MAKOGA,MAKOGA,Gravity,Domestic standpipe,Functional,-9.329860015,34.548181708
Iringa,Njombe District,MAKOGA,MAKOGA,Gravity,Domestic standpipe,Functional,-9.329928986,34.550189386
Iringa,Njombe District,MAKOGA,MAKOGA,Gravity,Domestic standpipe,Not functional,-9.332165588,34.552917985
Iringa,Njombe District,MAKOGA,MAKOGA,Gravity,Domestic standpipe,Functional,-9.332247756,34.551828818
Iringa,Njombe District,MAKOGA,MAKOGA,Gravity,Domestic standpipe,Functional,-9.333851398,34.551557995
Iringa,Njombe District,MAKOGA,MAKOGA,Gravity,Domestic standpipe,Functional,-9.334235917,34.552724023
Iringa,Njombe District,MAKOGA,MAKOGA,Gravity,Domestic standpipe,Functional,-9.336508133,34.552474478
Iringa,Njombe District,MAKOGA,MAKOGA,Gravity,Domestic standpipe,Not functional,-9.340663923,34.549866542
Iringa,Njombe District,MAKOGA,MAKOGA,Gravity,Domestic standpipe,Not functional,-9.340104734,34.553063185
Iringa,Njombe District,MAKOGA,MAKOGA,Gravity,Domestic standpipe,Not functional,-9.336479884,34.553709224
Iringa,Njombe District,MAKOGA,MAKOGA,Gravity,Domestic standpipe,Functional,-9.334179621,34.554017862
Iringa,Njombe District,MAKOGA,MAKOGA,Gravity,Domestic standpipe,Functional,-9.335398555,34.555634128
Iringa,Njombe District,MAKOGA,MAKOGA,Gravity,Domestic standpipe,Functional,-9.336800597,34.558139268
Iringa,Njombe District,MAKOGA,MAKOGA,Gravity,Domestic standpipe,Functional,-9.337913486,34.558075789
Iringa,Njombe District,MAKOGA,MAKOGA,Gravity,Domestic standpipe,Functional,-9.339203591,34.560140767
Iringa,Njombe District,MAKOGA,MAKOGA,Gravity,Domestic standpipe,Functional,-9.337733553,34.559893835
Iringa,Njombe District,MAKOGA,MAKOGA,Gravity,Domestic standpipe,Functional,-9.336474602,34.560148361
Iringa,Njombe District,MAKOGA,MAKOGA,Gravity,Domestic standpipe,Functional,-9.335167849,34.557850580
Iringa,Njombe District,MAKOGA,MAKOGA,Gravity,Domestic standpipe,Functional,-9.333776890,34.555825080
Iringa,Njombe District,MAKOGA,MAKOGA,Gravity,Domestic standpipe,Functional,-9.332290346,34.554152244
Iringa,Njombe District,MAKOGA,MAKOGA,Gravity,Domestic standpipe,Functional,-9.334216324,34.559979213
Iringa,Njombe District,MAKOGA,MAKOGA,Gravity,Domestic standpipe,Functional,-9.333434702,34.561300254
Iringa,Njombe District,MAKOGA,MAKOGA,Gravity,Domestic standpipe,Functional,-9.333705990,34.557810110
Iringa,Njombe District,MAKOGA,NG'ANDA,None,Domestic standpipe,Functional,-9.340564661,34.566799416
Iringa,Njombe District,MAKOGA,NG'ANDA,Gravity,Domestic standpipe,Functional,-9.337630307,34.566843147
Iringa,Njombe District,MAKOGA,NG'ANDE,Gravity,Domestic standpipe,Functional,-9.339443836,34.567072384
Iringa,Njombe District,MAKOGA,NG'ANDA,Gravity,Domestic standpipe,Functional,-9.338874888,34.565855351
Iringa,Njombe District,MAKOGA,NG'ENDA,SWN 80,Hand pump,Functional,-9.338447155,34.564954099
Iringa,Njombe District,MAKOGA,NG'ANDA,Gravity,Domestic standpipe,Functional,-9.337381352,34.563972594
Iringa,Njombe District,MAKOGA,NG'ANDA,Gravity,Domestic standpipe,Functional,-9.336982191,34.564669432
Iringa,Njombe District,MAKOGA,NG'ANDA,Gravity,Domestic standpipe,Functional,-9.338918811,34.564257208
Iringa,Njombe District,MAKOGA,NG'ANDA,Gravity,Domestic standpipe,Functional,-9.338555785,34.564292612
Iringa,Njombe District,MAKOGA,NG'ANDA,Gravity,Domestic standpipe,Functional,-9.340395134,34.565987816
Iringa,Njombe District,MAKOGA,NG'ANDA,Gravity,Domestic standpipe,Functional,-9.342059268,34.566157025
Iringa,Njombe District,MAKOGA,NG'ANDA,Gravity,Domestic standpipe,Functional,-9.343305701,34.565367206
Iringa,Njombe District,MAKOGA,NG'ANDA,Gravity,Domestic standpipe,Functional,-9.344927651,34.564891339
Iringa,Njombe District,MAKOGA,NG'ANDA,Gravity,Domestic standpipe,Functional,-9.346876134,34.564956473
